participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.tweet,player.pos_scale,player.opt_scale,player.hap_scale,player.emo_scale,player.not_applicable,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Makabere ARD-Satire: „Corona rafft die Alten dahin. Das ist nur gerecht“ <a href=""https://t.co/tAQPWJ7Vxg"">https://t.co/tAQPWJ7Vxg</a> via <a href=""https://twitter.com/welt?ref_src=twsrc%5Etfw"">@welt</a></p>&mdash; Peter Wüstenberg (@PWustenberg) <a href=""https://twitter.com/PWustenberg/status/1238781776010588161?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,15,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Söder redet, sein Volk scheint immun gegen Corona mal schaun wie hoch die Rate...</p>&mdash; Kevinnoa (@pandabaerrabe) <a href=""https://twitter.com/pandabaerrabe/status/1238968644140482562?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,16,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""pt"" dir=""ltr"">Total. Eu tô assim pro corona, óh: <a href=""https://t.co/52It2gDOqa"">pic.twitter.com/52It2gDOqa</a></p>&mdash; Cônsul da URSAL em Berlim 🚩 (@LeonardoBelens) <a href=""https://twitter.com/LeonardoBelens/status/1235599571926937601?ref_src=twsrc%5Etfw"">March 5, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,16,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/T%C3%BCrkei?src=hash&amp;ref_src=twsrc%5Etfw"">#Türkei</a> verbietet Flüge auch aus <a href=""https://twitter.com/hashtag/Deutschland?src=hash&amp;ref_src=twsrc%5Etfw"">#Deutschland</a> <a href=""https://t.co/zYe04qSjrv"">https://t.co/zYe04qSjrv</a> <a href=""https://twitter.com/hashtag/Nachrichten?src=hash&amp;ref_src=twsrc%5Etfw"">#Nachrichten</a> <a href=""https://twitter.com/hashtag/Politik?src=hash&amp;ref_src=twsrc%5Etfw"">#Politik</a> <a href=""https://twitter.com/hashtag/Wirtschaft?src=hash&amp;ref_src=twsrc%5Etfw"">#Wirtschaft</a> <a href=""https://twitter.com/hashtag/berlinersonntagsblatt?src=hash&amp;ref_src=twsrc%5Etfw"">#berlinersonntagsblatt</a> <a href=""https://twitter.com/hashtag/Deutschland?src=hash&amp;ref_src=twsrc%5Etfw"">#Deutschland</a> <a href=""https://twitter.com/hashtag/Gesundheit?src=hash&amp;ref_src=twsrc%5Etfw"">#Gesundheit</a> <a href=""https://twitter.com/hashtag/Coronavirusgermany?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirusgermany</a> <a href=""https://twitter.com/hashtag/CoronaVirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirusDE</a> <a href=""https://twitter.com/hashtag/CoronaVirusUpdate?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirusUpdate</a> <a href=""https://twitter.com/hashtag/COVID2019?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID2019</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://twitter.com/hashtag/COVID_19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID_19</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/VirusCorona?src=hash&amp;ref_src=twsrc%5Etfw"">#VirusCorona</a> <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> <a href=""https://twitter.com/hashtag/COVID?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID</a></p>&mdash; Alfred Hampp - Redakteur (@AlfredHampp) <a href=""https://twitter.com/AlfredHampp/status/1238781297461530631?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,16,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Das Heilmittel gegen Corona - endlich gefunden:<br><br>Thoughts and prayers.<a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> <a href=""https://twitter.com/hashtag/CoronaVirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirusDE</a> <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> <a href=""https://t.co/rdY2t7KwAL"">pic.twitter.com/rdY2t7KwAL</a></p>&mdash; 0l3 (@0l3) <a href=""https://twitter.com/0l3/status/1238608501540360193?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,16,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""es"" dir=""ltr"">Trump queria que un laboratorio Aleman , que esta adelantado contra Corona, pagarle todo el dinero del mundo si de van a usa 🇺🇸 a producir una vacuna Solo para ellos,😳😳los Alemanes dijeron Nein 👎🏿</p>&mdash; Benjaví Koesling 🇻🇪🇩🇪 (@potrorojo) <a href=""https://twitter.com/potrorojo/status/1239239601048498177?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,17,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ich dachte, es sei ein Witz, aber heute ist der 17. März und Merz hat Corona. <a href=""https://t.co/kJQuhzTACb"">https://t.co/kJQuhzTACb</a></p>&mdash; Bonifatius Tyler (@kontrolliert) <a href=""https://twitter.com/kontrolliert/status/1239918168291913730?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,17,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Du hast deinen Account nur zum trollen bei Corona Posts gemacht? Erbärmlich.<br>Mitglied seit Januar 2020 und schon am faken. Hammer!</p>&mdash; Tobias Oertel 🌍 (@t0mez) <a href=""https://twitter.com/t0mez/status/1240296922092638214?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,17,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Jobwunder Karrieremesse wird wegen dem Corona-Virus verschoben. Wir sind aber am neuen Termin 21. und 22. Oktober für euch vor Ort und freuen uns auf zahlreiche Besucher. Bleibt gesund!<a href=""https://twitter.com/hashtag/InmediasP?src=hash&amp;ref_src=twsrc%5Etfw"">#InmediasP</a> <a href=""https://twitter.com/hashtag/Jobwunder?src=hash&amp;ref_src=twsrc%5Etfw"">#Jobwunder</a> <a href=""https://twitter.com/hashtag/Praktikum?src=hash&amp;ref_src=twsrc%5Etfw"">#Praktikum</a> <a href=""https://twitter.com/hashtag/Werkstudent?src=hash&amp;ref_src=twsrc%5Etfw"">#Werkstudent</a> <a href=""https://twitter.com/hashtag/Job?src=hash&amp;ref_src=twsrc%5Etfw"">#Job</a> <a href=""https://twitter.com/hashtag/Karriere?src=hash&amp;ref_src=twsrc%5Etfw"">#Karriere</a> <a href=""https://twitter.com/hashtag/Absolvent?src=hash&amp;ref_src=twsrc%5Etfw"">#Absolvent</a> <a href=""https://twitter.com/hashtag/CoronaVirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirusDE</a></p>&mdash; InMediasP GmbH (@inmediasp) <a href=""https://twitter.com/inmediasp/status/1240280507822354433?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,17,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">▶️ Union Berlin gegen Bayern München soll mit Zuschauern stattfinden. <br>▶️ Veranstaltungen in Berliner Theatern und Opernhäusern sind bis zum 19. April abgesagt. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Berlin?src=hash&amp;ref_src=twsrc%5Etfw"">#Berlin</a></p>&mdash; Andreas Rickmann (@a_rickmann) <a href=""https://twitter.com/a_rickmann/status/1237429120314867714?ref_src=twsrc%5Etfw"">March 10, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,18,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bildungscafé Nr. 07 mit der wunderbaren <a href=""https://twitter.com/udidberlin?ref_src=twsrc%5Etfw"">@udidberlin</a>: Wie man vom Lehrerzimmer ins StartUp wechselt, über Corona, hierarchiefreie Arbeitskultur uvm.<br>🎧 bei Spotify, Anchor und allen Plattformen<a href=""https://t.co/XFPK8Sq9HL"">https://t.co/XFPK8Sq9HL</a> <a href=""https://t.co/nXhIlUT0xk"">pic.twitter.com/nXhIlUT0xk</a></p>&mdash; Björn Nölte ☕ (@Noelte030) <a href=""https://twitter.com/Noelte030/status/1238850035376422912?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,18,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""es"" dir=""ltr"">Antes que las líneas colapsen y el corona virus me mate:<br>...tal vaina...<br><br>*Enviar</p>&mdash; ElWebø (@elfrito) <a href=""https://twitter.com/elfrito/status/1237143712809062403?ref_src=twsrc%5Etfw"">March 9, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,18,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">I was about to mute corona but now I don’t think I could survive without the gallows humour</p>&mdash; Anthony Noel (@anthony10695) <a href=""https://twitter.com/anthony10695/status/1240349700663980033?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,18,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Kirche und Corona: Wie Gemeinden kreativ mit der Absage der Gottesdienste umgehen | Namen Und Neues | Steglitz-Zehlendorf | <a href=""https://twitter.com/TspLeute?ref_src=twsrc%5Etfw"">@tspleute</a> <a href=""https://t.co/KSno8OwifE"">https://t.co/KSno8OwifE</a></p>&mdash; KK Teltow-Zehlendorf (@EvangelischTZ) <a href=""https://twitter.com/EvangelischTZ/status/1240661266299080704?ref_src=twsrc%5Etfw"">March 19, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,19,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ist die Versorgung der Bevölkerung in der <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise gesichert? Die Handelslobby weiss es nicht, verbreitet aber Optimusmus. <a href=""https://t.co/H80xk4CopQ"">https://t.co/H80xk4CopQ</a></p>&mdash; junge Welt (@jungewelt) <a href=""https://twitter.com/jungewelt/status/1240654769796141058?ref_src=twsrc%5Etfw"">March 19, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,19,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Sie fordern Grenzschließungen, horten Lebensmittel und träumen vom Ende der Demokratie: Wie Rechtsradikale versuchen, die <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Pandemie für ihre Ziele zu nutzen. <a href=""https://twitter.com/hashtag/afd?src=hash&amp;ref_src=twsrc%5Etfw"">#afd</a> <a href=""https://twitter.com/hashtag/COVID19de?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19de</a> <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a>  <a href=""https://t.co/ip1zOzkxMF"">https://t.co/ip1zOzkxMF</a></p>&mdash; Dietmar Neuerer (@dneuerer) <a href=""https://twitter.com/dneuerer/status/1239622692694786048?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,19,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Schon 3 Leute gemeldet die das gepostet haben und sich drüber lustig gemacht haben, so was ekelhaft alter hoffentlich verrecken die ganzen Schlitzis an Corona</p>&mdash; 🌧️ Quadzyyy 🌧️ (@Quadzyyyy) <a href=""https://twitter.com/Quadzyyyy/status/1240674501479759879?ref_src=twsrc%5Etfw"">March 19, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,19,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/rbbabendschau?ref_src=twsrc%5Etfw"">@rbbabendschau</a> <a href=""https://twitter.com/rbb24?ref_src=twsrc%5Etfw"">@rbb24</a> Es kann doch nicht wahr sein, dass die Reporterin iris marxx im rbb spezial offensichtlich stark erkältet über corona berichtet!? Geht&#39;s noch?! <a href=""https://twitter.com/LorenzMaroldt?ref_src=twsrc%5Etfw"">@LorenzMaroldt</a> <a href=""https://twitter.com/Tagesspiegel?ref_src=twsrc%5Etfw"">@Tagesspiegel</a> <a href=""https://twitter.com/SenGPG?ref_src=twsrc%5Etfw"">@SenGPG</a> <a href=""https://twitter.com/presse_rbb?ref_src=twsrc%5Etfw"">@presse_rbb</a></p>&mdash; Pasch (@suedwestbaerlin) <a href=""https://twitter.com/suedwestbaerlin/status/1240361107237281793?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,20,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Idee: Sky zeigt das Wochenende einfach die Relives vom 26. Spieltag 2002/2003. Keine Corona-Gefährdung und trotzdem Fußball für alle (und dann auch noch aus Zeiten als der Fußball noch in Ordnung war) <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Bundesliga?src=hash&amp;ref_src=twsrc%5Etfw"">#Bundesliga</a></p>&mdash; Vincent (@Stutti1893) <a href=""https://twitter.com/Stutti1893/status/1238484923763298304?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,20,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">I don’t know who needs to read this but <a href=""https://twitter.com/shahil?ref_src=twsrc%5Etfw"">@shahil</a> quipped “Everyone wants to go viral these days. Corona is making it happen.” 🤭</p>&mdash; Keshin (@KeshinGovender) <a href=""https://twitter.com/KeshinGovender/status/1238207481542856704?ref_src=twsrc%5Etfw"">March 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,20,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Café-Inhaberin sagt mit Tränen in den Augen, dass sie diese Woche nicht mal 100 € eingenommen hat. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Berlin?src=hash&amp;ref_src=twsrc%5Etfw"">#Berlin</a></p>&mdash; Katharina Krüger (@newsbykatriona) <a href=""https://twitter.com/newsbykatriona/status/1238048505207422977?ref_src=twsrc%5Etfw"">March 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,20,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Verdacht! - Leipziger sitzt in Vietkong-Kaserne fest <a href=""https://t.co/hLTLOsDtgS"">https://t.co/hLTLOsDtgS</a></p>&mdash; BILD News (@BILD_News) <a href=""https://twitter.com/BILD_News/status/1239932924323119104?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,21,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Mit Verlaub, lieber <a href=""https://twitter.com/m_kubiciel?ref_src=twsrc%5Etfw"">@m_kubiciel</a>, so redet derzeit, wer ein festes Einkommen hat und von Existenzsorgen frei ist. Das sagen Sie mal besser keinen Freelancer, der sich mit viel Arbeit eine Existenz aufgebaut hat. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a></p>&mdash; Prof. Niko Härting (@nhaerting) <a href=""https://twitter.com/nhaerting/status/1239684799654236164?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,21,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Man telefoniert ja grenzüberschreitend. Auch in Zeiten von Corona. Aber dass Hermann dabei ist, halte ich für eher unwahrscheinlich. Den hätte ich erkannt.</p>&mdash; Vorläufiges amtliches Endergebnis (@GregorxxxSamsa) <a href=""https://twitter.com/GregorxxxSamsa/status/1239647516884426752?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,21,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Krankenpfleger*innen leisten gerade Enormes für unsere Gesellschaft. Es braucht mehr als ein Lächeln der Anerkennung. <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/Corvid19?src=hash&amp;ref_src=twsrc%5Etfw"">#Corvid19</a> <a href=""https://twitter.com/hashtag/Pflegenotstand?src=hash&amp;ref_src=twsrc%5Etfw"">#Pflegenotstand</a> <a href=""https://twitter.com/hashtag/Pflegefachkr%C3%A4fte?src=hash&amp;ref_src=twsrc%5Etfw"">#Pflegefachkräfte</a> <a href=""https://t.co/awqVqH2VKq"">https://t.co/awqVqH2VKq</a></p>&mdash; Supernova - Das Leftstyle-Magazin (@LeftstyleMag) <a href=""https://twitter.com/LeftstyleMag/status/1240669361993658371?ref_src=twsrc%5Etfw"">March 19, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,21,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;In jeder Krise zeigen sich die Auswirkungen vom Kapitalismus besonders deutlich und die Herrschenden nochmal mehr als sonst ihr wahres Gesicht. So auch in dieser.&quot; Text der &quot;Criminals for Freedom&quot; zur Knastgesellschaft&amp;Corona: <a href=""https://t.co/4FXo8G2Tjk"">https://t.co/4FXo8G2Tjk</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Repression?src=hash&amp;ref_src=twsrc%5Etfw"">#Repression</a></p>&mdash; AK36 (@Antifa_36) <a href=""https://twitter.com/Antifa_36/status/1240371365263400960?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,22,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Well that&#39;s Matthew not going into school for the last day before government lockdown..... kid at school was tested for Corona at school today. I maybe being over cautious but I cant guarantee if and when Matthew came into contact with this child. 😳 <a href=""https://t.co/FKqNbcgYdD"">pic.twitter.com/FKqNbcgYdD</a></p>&mdash; Natalie Harness (@natshinoda) <a href=""https://twitter.com/natshinoda/status/1239661156203143169?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,22,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Summer Hit 2020: Corona - Rhythm of the Night<a href=""https://twitter.com/hashtag/CoronaVirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirusDE</a><a href=""https://twitter.com/hashtag/COVID%E3%83%BC19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVIDー19</a><a href=""https://t.co/QGt08bOast"">https://t.co/QGt08bOast</a></p>&mdash; Philipp Europa (@kaamehaamehaa) <a href=""https://twitter.com/kaamehaamehaa/status/1238475284359393281?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,22,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Krankenpfleger zur Corona-Krise: &quot;Wir können nicht mehr&quot; - via <a href=""https://t.co/lwkDPQVGoU"">https://t.co/lwkDPQVGoU</a> <br>Ich muß dem Pfleger Recht geben, die Politik hat das Gesundheitswesen kaputt gespart ! Im Dezember ging es in China los , aber es wurde nicht beachtet und keine Vorsorge getroffen !</p>&mdash; Uwe Liedtke (@uweliedtke1) <a href=""https://twitter.com/uweliedtke1/status/1239179758317035520?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,22,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Enorm ist lediglich der Knall,<br>den Trump hat. Aufgrund der mangelhaften Aktionen gegen Corona in den USA wird dort bald die größte Ausbreitung stattfinden.</p>&mdash; Wakki (@Wigald_Boning) <a href=""https://twitter.com/Wigald_Boning/status/1239599144458686468?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,23,dxeoxbcw,,,,,,0
