tweet,pos,emo
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Zwei weitere Covid-19-Tote in <a href=""https://twitter.com/hashtag/Wolfsburger?src=hash&amp;ref_src=twsrc%5Etfw"">#Wolfsburger</a> Pflegeheim. Schon 17 Opfer.</p>&mdash; ZDF Niedersachsen (@ZDFhannover) <a href=""https://twitter.com/ZDFhannover/status/1244606588985446402?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ganz interessant zum Thema Vitamin D und Corona<a href=""https://t.co/kQtUq6O91E"">https://t.co/kQtUq6O91E</a></p>&mdash; Jasmina🍸🌈 (@FrauMiema) <a href=""https://twitter.com/FrauMiema/status/1242127232484757508?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Strategie der Herdenimmunität ist die neoliberale Antwort auf Corona <a href=""https://t.co/ft6KdptiOS"">https://t.co/ft6KdptiOS</a></p>&mdash; Jonathan Weckerle (@JonWeck) <a href=""https://twitter.com/JonWeck/status/1245390748780027908?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Hier werden momentan Leute angepampt, die trotz oder wegen Corona auch Positives sehen/erleben. <br>Nicht sie sind zynisch, ihr seid es. Ich gehe davon aus, dass ihr grundsätzlich nichts Gutes im Leben sehen könnt. Oder jammert ihr erst jetzt, wo es, oh, euch selbst betrifft?!?</p>&mdash; Zoë MacTaggart (@zoemactaggart) <a href=""https://twitter.com/zoemactaggart/status/1244888338718474240?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Das <a href=""https://twitter.com/KfW?ref_src=twsrc%5Etfw"">@KfW</a>-Kreditprogramm im <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Rettungsschirm muss schnell nachgebessert werden bevor die mittelständische <a href=""https://twitter.com/hashtag/Textilindustrie?src=hash&amp;ref_src=twsrc%5Etfw"">#Textilindustrie</a> verloren geht.<a href=""https://twitter.com/textilmode?ref_src=twsrc%5Etfw"">@textilmode</a>-Hauptgeschäftsführer Uwe Mazura dazu: „Unsere Unternehmen brauchen das Geld jetzt“.<br>Mehr unter: <a href=""https://t.co/1UtSGtW8DU"">https://t.co/1UtSGtW8DU</a></p>&mdash; t+m (@textilmode) <a href=""https://twitter.com/textilmode/status/1245298135053844481?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Zeitvertreib: Kostenlose Angebote für Familien mit Kindern <a href=""https://t.co/FKrFiVhdSv"">https://t.co/FKrFiVhdSv</a></p>&mdash; Schlaunews (@schlaunews) <a href=""https://twitter.com/schlaunews/status/1244508461746061313?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;Oh man Mama, Corona lässt dir echt graue Haare wachsen.&quot;<br><br>Wer sagt&#39;s ihr? <a href=""https://t.co/gBNWsQjPT3"">pic.twitter.com/gBNWsQjPT3</a></p>&mdash; ketura (@the_ketura) <a href=""https://twitter.com/the_ketura/status/1245329569512665088?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;Soziale <a href=""https://twitter.com/hashtag/Isolation?src=hash&amp;ref_src=twsrc%5Etfw"">#Isolation</a> aufgrund des <a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a> bedeutet für viele von uns nicht nur körperliche Einschränkungen, sondern auch eine große Herausforderung für die <a href=""https://twitter.com/hashtag/Psyche?src=hash&amp;ref_src=twsrc%5Etfw"">#Psyche</a>. Der psychosoziale Dienst der Stadt Wien hat...&quot;<a href=""https://t.co/GdVizq4lLH"">https://t.co/GdVizq4lLH</a><a href=""https://twitter.com/hashtag/psychothherapie?src=hash&amp;ref_src=twsrc%5Etfw"">#psychothherapie</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/angst?src=hash&amp;ref_src=twsrc%5Etfw"">#angst</a></p>&mdash; PsychotHHerapie (@psychotHHerapie) <a href=""https://twitter.com/psychotHHerapie/status/1245302218103889920?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Er ist aus Heinsberg: Mann ruft: „Ich hab Corona“ und spuckt Gladbacher Polizisten an <a href=""https://t.co/FfGYrOT0DC"">https://t.co/FfGYrOT0DC</a></p>&mdash; Volker Achterberg ❌ 🇩🇪 (@Achterberg63) <a href=""https://twitter.com/Achterberg63/status/1244673580274720768?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Niederlande verlängern Corona-Maßnahmen <a href=""https://t.co/Buts57QVHV"">https://t.co/Buts57QVHV</a></p>&mdash; Welle Niederrhein (@WNiederrhein) <a href=""https://twitter.com/WNiederrhein/status/1245307469485805568?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">B2B-Studie: Digitales Storytelling und Content Marketing immer wichtiger. Generell, aber besonders jetzt in der Corona-Krise <a href=""https://t.co/zzvNCxzNqy"">https://t.co/zzvNCxzNqy</a> via <a href=""https://twitter.com/wuv?ref_src=twsrc%5Etfw"">@wuv</a> <a href=""https://twitter.com/hashtag/marketing?src=hash&amp;ref_src=twsrc%5Etfw"">#marketing</a> <a href=""https://twitter.com/hashtag/contentmarketing?src=hash&amp;ref_src=twsrc%5Etfw"">#contentmarketing</a> <a href=""https://twitter.com/hashtag/b2b?src=hash&amp;ref_src=twsrc%5Etfw"">#b2b</a> <a href=""https://twitter.com/hashtag/storytelling?src=hash&amp;ref_src=twsrc%5Etfw"">#storytelling</a> <a href=""https://twitter.com/hashtag/digitalisierung?src=hash&amp;ref_src=twsrc%5Etfw"">#digitalisierung</a> <a href=""https://twitter.com/hashtag/coronakrise?src=hash&amp;ref_src=twsrc%5Etfw"">#coronakrise</a> <a href=""https://twitter.com/hashtag/coronakommunikation?src=hash&amp;ref_src=twsrc%5Etfw"">#coronakommunikation</a></p>&mdash; STROOMER Communications (@STROOMER_PR) <a href=""https://twitter.com/STROOMER_PR/status/1244541820652175361?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Pandemie - Landkreis Rhein-Sieg-Kreis: Infizierte, Todesopfer, Fälle pro Einwohner - die aktuellen Zahlen <a href=""https://t.co/boffodXgSC"">https://t.co/boffodXgSC</a> <a href=""https://t.co/RgSZWR1CqC"">pic.twitter.com/RgSZWR1CqC</a></p>&mdash; PNR24 (@CityReport) <a href=""https://twitter.com/CityReport/status/1244878734634520577?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ministerpräsident Stephan Weil zur aktuellen Corona-Lage in Niedersachsen <a href=""https://t.co/99Rh3i2wAT"">https://t.co/99Rh3i2wAT</a></p>&mdash; StadtRadio Göttingen (@stadtradio_goe) <a href=""https://twitter.com/stadtradio_goe/status/1245733284254027782?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Mit dem Basis-Workshop Fördermittel effektiv nutzen - Raus aus dem Antragsdschungel - finden Sie den zeitgemäßen Weg zu Ihrem passenden Förderprogramm!Anlässlich der Vorsorge- und Gegenmaßnahmen in der COVID-19-Pandemie (Coronavirus) haben wir  <a href=""https://twitter.com/hashtag/coronakri?src=hash&amp;ref_src=twsrc%5Etfw"">#coronakri</a> <a href=""https://t.co/c3kR4FLZWW"">https://t.co/c3kR4FLZWW</a> <a href=""https://t.co/1AHbk8abPO"">pic.twitter.com/1AHbk8abPO</a></p>&mdash; Bremen Business Club (@HBBusinessClub) <a href=""https://twitter.com/HBBusinessClub/status/1241281234724151303?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Let&#39;s talk - Boe &amp; Karina Hogan speak with Natalie Cromb, Gamilaraay woman, mother, legal professional and writer with IndigenousX of “COVID-19 and caring for mob”. <a href=""https://t.co/Mg30Vpovd7"">https://t.co/Mg30Vpovd7</a></p>&mdash; ror (@Rachel__OReilly) <a href=""https://twitter.com/Rachel__OReilly/status/1244774007137636352?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> stellt den <a href=""https://twitter.com/hashtag/Datenschutz?src=hash&amp;ref_src=twsrc%5Etfw"">#Datenschutz</a> global vor Herausforderungen. Wenn man sich die Informationen der neuseeländischen Aufsichtsbehörde <a href=""https://twitter.com/NZPrivacy?ref_src=twsrc%5Etfw"">@NZPrivacy</a> zum Thema betrachtet, sieht man dort stellen sich die gleichen Fragen wie hierzulande: <a href=""https://t.co/DmJvAa2urz"">https://t.co/DmJvAa2urz</a>.</p>&mdash; Stefan Hessel (@stefan_hessel) <a href=""https://twitter.com/stefan_hessel/status/1245264283140788226?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Pandemie : Tote auf Ecuadors Straßen - Bericht von <a href=""https://twitter.com/tjerkbr?ref_src=twsrc%5Etfw"">@tjerkbr</a> in der FAZ <a href=""https://t.co/WtAc8NMJIG"">https://t.co/WtAc8NMJIG</a> <a href=""https://twitter.com/hashtag/COVID%E3%83%BC19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVIDー19</a></p>&mdash; Daniel Bernsen (@eisenmed) <a href=""https://twitter.com/eisenmed/status/1245778728178683904?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Benny Adrion stoppt Arbeit in Südafrika: Corona wird für Townships verheerend <a href=""https://t.co/pzylxqeMSo"">https://t.co/pzylxqeMSo</a> <a href=""https://t.co/fLlpt9WJDr"">pic.twitter.com/fLlpt9WJDr</a></p>&mdash; Hamburger Morgenpost (@mopo) <a href=""https://twitter.com/mopo/status/1242513689925881856?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Frage an <a href=""https://twitter.com/hashtag/Anwalt?src=hash&amp;ref_src=twsrc%5Etfw"">#Anwalt</a> Personen.<br>Wucher Angebote bei <a href=""https://twitter.com/eBayDE?ref_src=twsrc%5Etfw"">@eBayDE</a> melde ich fleißig aber ich frage mich ob es auch strafbar ist und ich wenn dieser Corona Wahnsinn vorbei ist mit Screenshots etc alle bei der Staatsanwaltschaft anzeigen kann damit mehr passiert als einfaches löschen?</p>&mdash; light_knight 🏡 (@light_knight_hh) <a href=""https://twitter.com/light_knight_hh/status/1242530968726110213?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ich wenn die <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> Krise vorbei ist:<a href=""https://twitter.com/hashtag/COVID19de?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19de</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://twitter.com/hashtag/coronavirusdeutschland?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirusdeutschland</a> <a href=""https://t.co/zFWGzVMpOf"">pic.twitter.com/zFWGzVMpOf</a></p>&mdash; Kai (@KastDE) <a href=""https://twitter.com/KastDE/status/1245276901721210881?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">5.333 bestätigte Corona-Fälle in Baden-Württemberg / 27 Tote <a href=""https://t.co/O1JBwUPnwO"">https://t.co/O1JBwUPnwO</a></p>&mdash; nachricht3n (@nachricht3n) <a href=""https://twitter.com/nachricht3n/status/1242142539446132739?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Lieferschwierigkeiten, Arbeitsausfälle, weniger Konsum, Reisen und Veranstaltungen. Niemand weiß aktuell, wie stark das Corona-Virus COVID-19 Unternehmen und Beschäftigte treffen wird. Aber: Wir sind gut vorbereitet - dank des Kurzarbeitergeldes.</p>&mdash; Dagmar Freitag (@DagmarFreitag13) <a href=""https://twitter.com/DagmarFreitag13/status/1238382790737092613?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Nach getaner Arbeit möchten sie auf eine saubere Toilette, sich die Hände waschen oder duschen: Für viele Lastwagenfahrer ist das in der <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise derzeit nicht möglich. Die Brummifahrer sind sauer. <a href=""https://t.co/Pu0QM4Dw7S"">https://t.co/Pu0QM4Dw7S</a></p>&mdash; ZDF heute (@ZDFheute) <a href=""https://twitter.com/ZDFheute/status/1244872570840768512?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Blöööd ist es infiziert zu sein, dank Corona bist du ganz allein. Du und ich, wir stimmen ein, blöööd ist es infiziert sein. <br><br> <a href=""https://twitter.com/hashtag/CoronaSchlager?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaSchlager</a></p>&mdash; ☀Sunny☀ (@SweetSunnyDream) <a href=""https://twitter.com/SweetSunnyDream/status/1238528805507084290?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Verfassungsschutz: Rechtsextreme nutzen Corona-Krise <a href=""https://t.co/h5lRJcsgWI"">https://t.co/h5lRJcsgWI</a></p>&mdash; Jörg Mertens (@JmxMertens) <a href=""https://twitter.com/JmxMertens/status/1245685842372440064?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Auf den Großbaustellen im <a href=""https://twitter.com/hashtag/Saarland?src=hash&amp;ref_src=twsrc%5Etfw"">#Saarland</a> wird trotz der Corona-Pandemie weiter geschafft. <a href=""https://t.co/TlVuqhwqsl"">https://t.co/TlVuqhwqsl</a></p>&mdash; Saarbrücker Zeitung (@szaktuell) <a href=""https://twitter.com/szaktuell/status/1241983016135725056?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Und was es noch gibt, um ein Unternehmen für die Zukunft sicher aufzustellen!<br><br>Die Coronavirus-Pandemie hat schwerwiegende Folgen für Menschen, Betriebe, Lieferanten und Dienstleister. Das erste Webinar &quot;Finanzhilfen in der Corona-Krise&quot; am 25. <a href=""https://t.co/4iOxowoIJh"">https://t.co/4iOxowoIJh</a></p>&mdash; Bremen Business Club (@HBBusinessClub) <a href=""https://twitter.com/HBBusinessClub/status/1245426855609581571?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Weltweit sind fast eine Dreiviertemillion Menschen mit <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> infiziert. Die Todesopfer belaufen sich auf mehr als 34.000. Auch <a href=""https://twitter.com/hashtag/Merkel?src=hash&amp;ref_src=twsrc%5Etfw"">#Merkel</a>|s dritter <a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a>-Test ist negativ. Alle aktuellen Entwicklungen in unserem Newsblog.<a href=""https://t.co/pqSniheU7r"">https://t.co/pqSniheU7r</a></p>&mdash; Freie Presse (@freie_presse) <a href=""https://twitter.com/freie_presse/status/1244862165514883073?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise: Flüchtlingslager Nahe Athen unter Quarantäne <a href=""https://t.co/zV1Cnslgnm"">https://t.co/zV1Cnslgnm</a></p>&mdash; FrankfurterRundschau (@fr) <a href=""https://twitter.com/fr/status/1245612627650179072?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Home Office im Oman: Wegen Corona sitzt dieser Insurtech-Gründer in der Wüste: <a href=""https://t.co/px6ijLAtBQ"">https://t.co/px6ijLAtBQ</a>   <a href=""https://twitter.com/hashtag/eCommerce?src=hash&amp;ref_src=twsrc%5Etfw"">#eCommerce</a></p>&mdash; E-Commerce News (@eCommerce_DE) <a href=""https://twitter.com/eCommerce_DE/status/1242713133032112129?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Na, das hat doch was von Douglas Adams. Die Menschheit wird durch einen mutierten Schnupfenvirus ausgerottet. Aber nicht, weil der Virus so gefährlich ist, sondern weil die Menschen in ihrer grenzenlosen Dummheit und Panik alles an die Wand fahren. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a></p>&mdash; DerHuette (@DerHuette) <a href=""https://twitter.com/DerHuette/status/1238233665114714114?ref_src=twsrc%5Etfw"">March 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Google gives $340 million in <a href=""https://twitter.com/hashtag/Google?src=hash&amp;ref_src=twsrc%5Etfw"">#Google</a> Ads credits to all SMBs <a href=""https://t.co/RLJKpu91fD"">https://t.co/RLJKpu91fD</a> <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> <a href=""https://twitter.com/hashtag/covid?src=hash&amp;ref_src=twsrc%5Etfw"">#covid</a> <a href=""https://twitter.com/hashtag/googleads?src=hash&amp;ref_src=twsrc%5Etfw"">#googleads</a></p>&mdash; PPC Land (@ppcland) <a href=""https://twitter.com/ppcland/status/1244369208122560513?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Hat schon wer geschrieben, dass Corona ein Arschloch ist?</p>&mdash; Leif Lasse Andersson (@L_L_Andersson) <a href=""https://twitter.com/L_L_Andersson/status/1245731907247185920?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Zahl der Corona-Infizierten in der Pfalz - Alle Daten in einer Grafik. (fso)<a href=""https://t.co/ATD5qQk1XX"">https://t.co/ATD5qQk1XX</a> <a href=""https://t.co/CTVx5cns67"">pic.twitter.com/CTVx5cns67</a></p>&mdash; DIE RHEINPFALZ (@rheinpfalz) <a href=""https://twitter.com/rheinpfalz/status/1245333672049467395?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona Virus Online Training (CVOT) #1 🌍🦠🤛☺️<br>•<br>Ungewöhnliche Zeiten erfordern ungewöhnliche Maßnahmen. Heute nun das erste Online Trainingsvideo des CityBootCamp. Normalerweise macht der Coach bei uns nicht mit, denn… <a href=""https://t.co/cBumOGca7R"">https://t.co/cBumOGca7R</a></p>&mdash; CityBootCamp (@_CityBootCamp_) <a href=""https://twitter.com/_CityBootCamp_/status/1239664922834817024?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Keine Außervollzugsetzung der Bayerischen Verordnung über befristete Ausgangsbeschränkungen anlässlich der Corona-Pandemie <a href=""https://t.co/Qr9l0L1fhN"">https://t.co/Qr9l0L1fhN</a> (909 Wörter)</p>&mdash; Anwaltsblogs (@Rechtsuniversum) <a href=""https://twitter.com/Rechtsuniversum/status/1245733413354684418?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">...weil es ein Leben neben und nach <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> gibt: Gunnar Kaiser hat mich für KaiserTV ausführlich interviewt zu meinem gerade erschienenen Buch &quot;Die Grünen an der Macht. Eine kritische Bilanz&quot; (FBV München, 304 S., 22,99 €) <a href=""https://t.co/DCnHni5Jwu"">https://t.co/DCnHni5Jwu</a></p>&mdash; Ansgar Graw (@Potomaker) <a href=""https://twitter.com/Potomaker/status/1245647142074454021?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona Pandemie: aktuelle Regelungen und Richtlinien für das Vergaberecht zur vereinfachten Beschaffung<br>- vom forum vergabe e.V. fortlaufend aktualisiert -<a href=""https://t.co/1MJnrWJV2i"">https://t.co/1MJnrWJV2i</a> <a href=""https://twitter.com/hashtag/Vergabe?src=hash&amp;ref_src=twsrc%5Etfw"">#Vergabe</a> <a href=""https://twitter.com/hashtag/Vergaberecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Vergaberecht</a> <a href=""https://twitter.com/hashtag/Beschaffung?src=hash&amp;ref_src=twsrc%5Etfw"">#Beschaffung</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://twitter.com/hashtag/Coronakrise?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronakrise</a> <a href=""https://t.co/XaStjCVRdu"">pic.twitter.com/XaStjCVRdu</a></p>&mdash; forum vergabe e.V. (@ForumVergabe_eV) <a href=""https://twitter.com/ForumVergabe_eV/status/1245715064453246978?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Laut Behörden stoßen die Beschränkungen zum Schutz vor <a href=""https://twitter.com/hashtag/Covid?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid</a>-19 in <a href=""https://twitter.com/hashtag/Hessen?src=hash&amp;ref_src=twsrc%5Etfw"">#Hessen</a> bisher überwiegend auf Akzeptanz. Doch bei den Gerichten liegen bereits erste Klagen wegen der Corona-Krise. Die Ziele sind völlig verschieden. <a href=""https://t.co/oASMt51XC8"">https://t.co/oASMt51XC8</a></p>&mdash; Frankfurter Allgemeine gesamt (@FAZ_NET) <a href=""https://twitter.com/FAZ_NET/status/1244504681872850945?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
